180 0 1
181 1 1
182 2 1
183 3 1
184 4 1
185 5 1
186 6 1
187 7 1
188 8 1
189 9 1
190 10 1
191 11 1
192 12 1
193 13 1
194 14 1
195 15 1
196 16 1
197 17 1
198 18 1
199 19 1
200 20 1
201 21 1
202 22 1
203 23 1
204 24 1
205 25 1
206 26 1
207 27 1
208 28 1
209 29 1
210 30 1
211 31 1
212 32 1
213 33 1
214 34 1
215 35 1
216 36 1
217 37 1
218 38 1
219 39 1
220 40 1
221 41 1
222 42 1
223 43 1
224 44 1
225 45 1
226 46 1
227 47 1
228 48 1
229 49 1
230 50 1
231 51 1
232 52 1
233 53 1
234 54 1
235 55 1
236 56 1
237 57 1
238 58 1
239 59 1
240 60 1
241 61 1
242 62 1
243 63 1
244 64 1
245 65 1
246 66 1
247 67 1
248 68 1
249 69 1
250 70 1
251 71 1
252 72 1
253 73 1
254 74 1
255 75 1
256 76 1
257 77 1
258 78 1
259 79 1
260 80 1
261 81 1
262 82 1
263 83 1
264 84 1
265 85 1
266 86 1
267 87 1
268 88 1
269 89 1
270 90 1
271 91 1
272 92 1
273 93 1
274 94 1
275 95 1
276 96 1
277 97 1
278 98 1
279 99 1
280 100 1
281 101 1
282 102 1
283 103 1
284 104 1
285 105 1
286 106 1
287 107 1
288 108 1
289 109 1
290 110 1
291 111 1
292 112 1
293 113 1
294 114 1
295 115 1
296 116 1
297 117 1
298 118 1
299 119 1
300 120 1
301 121 1
302 122 1
303 123 1
304 124 1
305 125 1
306 126 1
307 127 1
308 128 1
309 129 1
310 130 1
311 131 1
312 132 1
313 133 1
314 134 1
315 135 1
316 136 1
317 137 1
318 138 1
319 139 1
320 140 1
321 141 1
322 142 1
323 143 1
324 144 1
325 145 1
326 146 1
327 147 1
328 148 1
329 149 1
330 150 1
331 151 1
332 152 1
333 153 1
334 154 1
335 155 1
336 156 1
337 157 1
338 158 1
339 159 1
340 160 1
341 161 1
342 162 1
343 163 1
344 164 1
345 165 1
346 166 1
347 167 1
348 168 1
349 169 1
350 170 1
351 171 1
352 172 1
353 173 1
354 174 1
355 175 1
356 176 1
357 177 1
358 178 1
359 179 1
360 0 2
361 1 2
362 2 2
363 3 2
364 4 2
365 5 2
366 6 2
367 7 2
368 8 2
369 9 2
370 10 2
371 11 2
372 12 2
373 13 2
374 14 2
375 15 2
376 16 2
377 17 2
378 18 2
379 19 2
380 20 2
381 21 2
382 22 2
383 23 2
384 24 2
385 25 2
386 26 2
387 27 2
388 28 2
389 29 2
390 30 2
391 31 2
392 32 2
393 33 2
394 34 2
395 35 2
396 36 2
397 37 2
398 38 2
399 39 2
400 40 2
401 41 2
402 42 2
403 43 2
404 44 2
405 45 2
406 46 2
407 47 2
408 48 2
409 49 2
410 50 2
411 51 2
412 52 2
413 53 2
414 54 2
415 55 2
416 56 2
417 57 2
418 58 2
419 59 2
420 60 2
421 61 2
422 62 2
423 63 2
424 64 2
425 65 2
426 66 2
427 67 2
428 68 2
429 69 2
430 70 2
431 71 2
432 72 2
433 73 2
434 74 2
435 75 2
436 76 2
437 77 2
438 78 2
439 79 2
440 80 2
441 81 2
442 82 2
443 83 2
444 84 2
445 85 2
446 86 2
447 87 2
448 88 2
449 89 2
450 90 2
451 91 2
452 92 2
453 93 2
454 94 2
455 95 2
456 96 2
457 97 2
